Latitude (decimal degrees):	48.871
Longitude (decimal degrees):	0.300
Elevation (m):	240
Radiation database:	PVGIS-SARAH3


Slope: 30 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20220807:1010,716.75,905.33,50.21,20.33,4.14,0.0
20220807:1110,777.86,997.96,55.81,21.49,4.14,0.0
20220807:1210,787.92,1019.21,57.58,22.46,4.07,0.0
20220807:1310,756.57,976.98,54.9,23.21,4.14,0.0
20220807:1410,682.19,873.15,48.67,23.71,4.21,0.0
20220807:1510,557.27,705.34,40.33,23.97,4.34,0.0
20220807:1610,391.53,499.04,30.92,23.86,4.41,0.0
20220807:1710,197.5,277.8,21.1,23.36,4.41,0.0
20220807:1810,37.72,80.03,11.32,22.45,3.72,0.0
20220807:1910,0.2,6.34,1.93,21.11,3.52,0.0
20220807:2010,0.0,0.0,0.0,19.58,3.31,0.0
20220807:2110,0.0,0.0,0.0,18.44,3.17,0.0
20220807:2210,0.0,0.0,0.0,17.58,3.17,0.0
20220807:2310,0.0,0.0,0.0,16.91,3.17,0.0
20220808:0010,0.0,0.0,0.0,16.3,2.9,0.0
20220808:0110,0.0,0.0,0.0,15.67,2.62,0.0
20220808:0210,0.0,0.0,0.0,15.01,2.48,0.0
20220808:0310,0.0,0.0,0.0,14.39,2.48,0.0
20220808:0410,0.0,0.0,0.0,13.86,2.55,0.0
20220808:0510,7.02,19.01,3.66,13.43,2.62,0.0
20220808:0610,61.1,114.51,13.17,13.95,2.48,0.0
20220808:0710,245.68,322.79,22.99,15.96,2.97,0.0
20220808:0810,446.47,553.87,32.76,18.1,3.38,0.0
20220808:0910,602.57,754.2,42.0,20.1,3.66,0.0
20220808:1010,712.58,909.2,49.98,21.74,3.86,0.0
20220808:1110,771.62,1000.78,55.54,23.01,3.86,0.0
20220808:1210,777.74,1016.35,57.3,24.05,3.86,0.0
20220808:1310,751.72,979.8,54.62,24.88,4.07,0.0
20220808:1410,673.57,869.28,48.42,25.41,4.21,0.0
20220808:1510,550.61,702.68,40.09,25.62,4.34,0.0
20220808:1610,388.15,498.77,30.69,25.48,4.41,0.0
20220808:1710,194.11,275.5,20.88,24.95,4.34,0.0
20220808:1810,36.92,78.57,11.09,24.05,3.66,0.0
20220808:1910,0.0,3.62,1.69,22.59,3.38,0.0
20220808:2010,0.0,0.0,0.0,21.13,3.45,0.0
20220808:2110,0.0,0.0,0.0,20.07,3.52,0.0
20220808:2210,0.0,0.0,0.0,19.23,3.45,0.0
20220808:2310,0.0,0.0,0.0,18.46,3.31,0.0
20220809:0010,0.0,0.0,0.0,17.73,3.24,0.0
20220809:0110,0.0,0.0,0.0,17.0,3.24,0.0
20220809:0210,0.0,0.0,0.0,16.28,3.1,0.0
20220809:0310,0.0,0.0,0.0,15.66,2.9,0.0
20220809:0410,0.0,0.0,0.0,15.11,2.83,0.0
20220809:0510,5.85,17.2,3.46,14.66,2.76,0.0
20220809:0610,60.71,112.91,12.98,15.14,2.62,0.0
20220809:0710,242.85,319.74,22.81,16.44,3.17,0.0
20220809:0810,439.59,546.27,32.57,18.4,3.31,0.0
20220809:0910,590.7,741.0,41.79,20.59,3.59,0.0
20220809:1010,698.66,891.59,49.74,22.6,4.14,0.0
20220809:1110,758.64,982.5,55.28,24.19,4.41,0.0
20220809:1210,766.59,1003.48,57.01,25.4,4.21,0.0
20220809:1310,745.54,979.59,54.34,26.26,3.93,0.0
20220809:1410,662.56,863.46,48.16,26.84,3.86,0.0
20220809:1510,541.29,696.91,39.85,27.08,4.07,0.0
20220809:1610,378.7,490.99,30.46,26.98,4.14,0.0
20220809:1710,189.22,271.38,20.65,26.54,4.0,0.0
20220809:1810,35.54,76.32,10.85,25.62,3.38,0.0
20220809:1910,0.0,2.72,1.45,24.12,3.31,0.0
20220809:2010,0.0,0.0,0.0,22.61,3.45,0.0
20220809:2110,0.0,0.0,0.0,21.56,3.52,0.0
20220809:2210,0.0,0.0,0.0,20.7,3.52,0.0
20220809:2310,0.0,0.0,0.0,19.93,3.38,0.0
20220810:0010,0.0,0.0,0.0,19.2,3.1,0.0
20220810:0110,0.0,0.0,0.0,18.42,3.03,0.0
20220810:0210,0.0,0.0,0.0,17.79,3.03,0.0
20220810:0310,0.0,0.0,0.0,17.3,3.03,0.0
20220810:0410,0.0,0.0,0.0,16.87,2.97,0.0
20220810:0510,4.71,15.39,3.26,16.52,2.76,0.0
20220810:0610,59.79,111.36,12.79,16.99,2.48,0.0
20220810:0710,237.87,318.47,22.62,19.09,2.34,0.0
20220810:0810,431.42,546.35,32.38,21.38,2.69,0.0
20220810:0910,578.63,740.15,41.58,23.55,3.03,0.0
20220810:1010,686.1,897.49,49.51,25.47,3.17,0.0
20220810:1110,742.02,988.69,55.01,27.15,3.24,0.0
20220810:1210,760.85,1016.72,56.72,28.4,3.79,0.0
20220810:1310,727.69,967.4,54.06,29.05,4.07,0.0
20220810:1410,650.8,857.11,47.89,29.42,4.07,0.0
20220810:1510,533.58,695.85,39.6,29.57,4.0,0.0
20220810:1610,370.26,486.35,30.22,29.43,4.0,0.0
20220810:1710,183.24,266.07,20.41,29.05,3.72,0.0
20220810:1810,34.05,74.28,10.62,27.96,2.9,0.0
20220810:1910,0.0,0.0,0.0,26.06,2.83,0.0
20220810:2010,0.0,0.0,0.0,24.44,3.1,0.0
20220810:2110,0.0,0.0,0.0,23.37,3.24,0.0
20220810:2210,0.0,0.0,0.0,22.51,3.31,0.0
20220810:2310,0.0,0.0,0.0,21.74,3.24,0.0
20220811:0010,0.0,0.0,0.0,21.02,3.1,0.0
20220811:0110,0.0,0.0,0.0,20.27,2.9,0.0
20220811:0210,0.0,0.0,0.0,19.6,2.76,0.0
20220811:0310,0.0,0.0,0.0,19.0,2.62,0.0
20220811:0410,0.0,0.0,0.0,18.45,2.55,0.0
20220811:0510,4.15,14.48,3.06,17.97,2.55,0.0
20220811:0610,58.84,110.3,12.6,18.4,2.41,0.0
20220811:0710,234.06,316.35,22.43,20.75,2.14,0.0
20220811:0810,423.6,540.91,32.18,23.21,2.76,0.0
20220811:0910,573.45,739.19,41.37,25.25,3.1,0.0
20220811:1010,684.19,895.48,49.27,26.99,3.79,0.0
20220811:1110,744.32,980.81,54.74,28.11,4.62,0.0
20220811:1210,757.04,1001.7,56.43,28.83,4.83,0.0
20220811:1310,729.58,965.29,53.77,29.37,4.69,0.0
20220811:1410,650.78,854.92,47.62,29.81,4.55,0.0
20220811:1510,528.67,688.54,39.35,29.96,4.41,0.0
20220811:1610,367.99,483.93,29.98,29.82,4.21,0.0
20220811:1710,182.06,265.73,20.17,29.4,3.79,0.0
20220811:1810,32.94,72.64,10.37,28.25,2.9,0.0
20220811:1910,0.0,0.0,0.0,26.47,2.55,0.0
20220811:2010,0.0,0.0,0.0,24.73,2.62,0.0
20220811:2110,0.0,0.0,0.0,23.53,2.69,0.0
20220811:2210,0.0,0.0,0.0,22.58,2.76,0.0
20220811:2310,0.0,0.0,0.0,21.78,2.76,0.0
20220812:0010,0.0,0.0,0.0,21.03,2.62,0.0
20220812:0110,0.0,0.0,0.0,20.27,2.48,0.0
20220812:0210,0.0,0.0,0.0,19.57,2.34,0.0
20220812:0310,0.0,0.0,0.0,18.87,2.28,0.0
20220812:0410,0.0,0.0,0.0,18.29,2.28,0.0
20220812:0510,3.65,13.58,2.86,17.89,2.41,0.0
20220812:0610,57.63,109.37,12.41,18.41,2.34,0.0
20220812:0710,232.6,314.46,22.24,20.82,2.0,0.0
20220812:0810,420.31,539.81,31.99,23.59,2.28,0.0
20220812:0910,567.97,736.84,41.16,25.85,2.76,0.0
20220812:1010,672.49,882.91,49.02,27.43,3.66,0.0
20220812:1110,734.29,972.14,54.46,28.44,4.28,0.0
20220812:1210,742.28,991.71,56.13,29.19,4.0,0.0
20220812:1310,717.04,962.47,53.48,29.79,3.52,0.0
20220812:1410,642.15,857.74,47.35,30.22,3.1,0.0
20220812:1510,522.71,690.96,39.09,30.4,2.9,0.0
20220812:1610,364.6,484.79,29.73,30.3,2.76,0.0
20220812:1710,179.12,263.36,19.93,29.96,2.69,0.0
20220812:1810,31.17,70.17,10.13,28.83,2.21,0.0
20220812:1910,0.0,0.0,0.0,27.14,2.34,0.0
20220812:2010,0.0,0.0,0.0,25.3,2.41,0.0
20220812:2110,0.0,0.0,0.0,23.91,2.41,0.0
20220812:2210,0.0,0.0,0.0,22.74,2.34,0.0
20220812:2310,0.0,0.0,0.0,21.67,2.41,0.0
20220813:0010,0.0,0.0,0.0,20.77,2.48,0.0
20220813:0110,0.0,0.0,0.0,20.04,2.48,0.0
20220813:0210,0.0,0.0,0.0,19.54,2.55,0.0
20220813:0310,0.0,0.0,0.0,19.21,2.55,0.0
20220813:0410,0.0,0.0,0.0,18.89,2.62,0.0
20220813:0510,2.21,10.86,2.65,18.56,2.62,0.0
20220813:0610,56.47,107.95,12.21,18.98,2.41,0.0
20220813:0710,230.87,312.25,22.05,20.58,1.86,0.0
20220813:0810,416.26,535.36,31.79,23.29,1.93,0.0
20220813:0910,554.84,722.44,40.94,25.65,2.28,0.0
20220813:1010,675.24,893.46,48.78,27.47,3.03,0.0
20220813:1110,737.24,984.4,54.18,28.62,3.66,0.0
20220813:1210,754.22,1012.4,55.83,29.33,3.79,0.0
20220813:1310,716.34,961.64,53.18,29.83,3.52,0.0
20220813:1410,629.3,838.75,47.07,30.2,3.17,0.0
20220813:1510,521.64,688.79,38.82,30.35,2.97,0.0
20220813:1610,349.9,465.12,29.48,30.31,2.83,0.0
20220813:1710,174.82,256.92,19.68,29.98,2.76,0.0
20220813:1810,36.7,65.32,9.87,28.79,2.14,0.0
20220813:1910,0.0,0.0,0.0,26.72,2.69,0.0
20220813:2010,0.0,0.0,0.0,25.04,2.97,0.0
20220813:2110,0.0,0.0,0.0,24.09,3.03,0.0
20220813:2210,0.0,0.0,0.0,23.27,2.76,0.0
20220813:2310,0.0,0.0,0.0,22.4,2.55,0.0
20220814:0010,0.0,0.0,0.0,21.85,2.41,0.0
20220814:0110,0.0,0.0,0.0,21.3,2.48,0.0
20220814:0210,0.0,0.0,0.0,20.95,2.48,0.0
20220814:0310,0.0,0.0,0.0,20.62,2.34,0.0
20220814:0410,0.0,0.0,0.0,20.18,1.86,0.0
20220814:0510,0.0,3.62,2.45,19.96,2.0,0.0
20220814:0610,51.12,81.67,12.02,19.95,2.69,0.0
20220814:0710,149.13,203.17,21.86,21.19,0.48,0.0
20220814:0810,185.42,242.95,31.59,21.48,2.0,0.0
20220814:0910,232.4,298.19,40.72,20.79,2.69,0.0
20220814:1010,65.91,97.44,48.53,20.55,2.83,0.0
20220814:1110,101.12,140.0,53.9,20.02,2.48,0.0
20220814:1210,59.75,89.87,55.52,20.55,2.48,0.0
20220814:1310,133.48,179.74,52.87,21.07,2.41,0.0
20220814:1410,145.59,194.87,46.78,21.59,2.28,0.0
20220814:1510,249.46,320.87,38.56,21.76,2.14,0.0
20220814:1610,60.93,91.76,29.22,21.56,2.07,0.0
20220814:1710,62.68,93.6,19.42,20.46,2.21,0.0
20220814:1810,30.11,52.8,9.62,18.89,2.14,0.0
20220814:1910,0.0,0.0,0.0,20.45,1.79,0.0
20220814:2010,0.0,0.0,0.0,19.69,1.72,0.0
20220814:2110,0.0,0.0,0.0,18.76,1.45,0.0
20220814:2210,0.0,0.0,0.0,18.14,1.31,0.0
20220814:2310,0.0,0.0,0.0,17.28,1.31,0.0
20220815:0010,0.0,0.0,0.0,16.87,1.72,0.0
20220815:0110,0.0,0.0,0.0,16.56,1.79,0.0
20220815:0210,0.0,0.0,0.0,16.35,1.72,0.0
20220815:0310,0.0,0.0,0.0,16.1,1.79,0.0
20220815:0410,0.0,0.0,0.0,15.86,1.86,0.0
20220815:0510,0.96,8.15,2.24,15.64,2.0,0.0
20220815:0610,55.09,100.63,11.82,16.07,1.93,0.0
20220815:0710,226.05,301.16,21.66,17.43,2.34,0.0
20220815:0810,398.87,498.09,31.38,19.04,2.97,0.0
20220815:0910,327.91,412.62,40.5,20.46,3.03,0.0
20220815:1010,317.77,405.13,48.28,22.01,2.55,0.0
20220815:1110,376.38,481.37,53.61,22.96,2.48,0.0
20220815:1210,267.46,346.08,55.21,23.71,2.76,0.0
20220815:1310,505.31,648.95,52.56,24.71,3.31,0.0
20220815:1410,515.05,659.93,46.49,24.89,3.45,0.0
20220815:1510,395.85,505.61,38.28,24.79,3.24,0.0
20220815:1610,161.75,216.83,28.96,24.56,2.97,0.0
20220815:1710,48.91,77.57,19.16,24.38,2.48,0.0
20220815:1810,31.44,55.9,9.35,23.36,2.62,0.0
20220815:1910,0.0,0.0,0.0,20.23,1.72,0.0
20220815:2010,0.0,0.0,0.0,19.96,0.55,0.0
20220815:2110,0.0,0.0,0.0,19.47,0.76,0.0
20220815:2210,0.0,0.0,0.0,19.0,1.1,0.0
20220815:2310,0.0,0.0,0.0,18.32,1.45,0.0
20220816:0010,0.0,0.0,0.0,18.02,1.59,0.0
20220816:0110,0.0,0.0,0.0,17.79,1.66,0.0
20220816:0210,0.0,0.0,0.0,17.49,1.86,0.0
20220816:0310,0.0,0.0,0.0,17.25,1.72,0.0
20220816:0410,0.0,0.0,0.0,16.92,1.72,0.0
20220816:0510,0.0,0.91,2.03,16.75,1.86,0.0
20220816:0610,53.62,99.7,11.62,17.04,1.72,0.0
20220816:0710,45.83,71.89,21.47,18.83,3.86,0.0
20220816:0810,115.62,156.31,31.18,18.74,3.38,0.0
20220816:0910,130.99,175.01,40.28,19.37,3.59,0.0
20220816:1010,153.45,202.44,48.03,19.75,2.83,0.0
20220816:1110,391.46,495.57,53.32,20.06,1.93,0.0
20220816:1210,339.97,432.79,54.89,21.34,2.28,0.0
20220816:1310,614.51,794.12,52.25,23.28,2.76,0.0
20220816:1410,151.14,203.39,46.19,23.78,2.62,0.0
20220816:1510,209.88,275.0,38.0,23.84,2.48,0.0
20220816:1610,89.35,127.71,28.69,23.35,2.0,0.0
20220816:1710,166.08,236.75,18.9,21.47,1.38,0.0
20220816:1810,9.11,22.7,9.09,19.09,1.38,0.0
20220816:1910,0.0,0.0,0.0,17.61,0.97,0.0
20220816:2010,0.0,0.0,0.0,16.55,0.9,0.0
20220816:2110,0.0,0.0,0.0,16.41,1.03,0.0
20220816:2210,0.0,0.0,0.0,16.2,0.76,0.0
20220816:2310,0.0,0.0,0.0,16.01,0.62,0.0
20220817:0010,0.0,0.0,0.0,16.05,1.03,0.0
20220817:0110,0.0,0.0,0.0,15.81,1.59,0.0
20220817:0210,0.0,0.0,0.0,15.65,1.72,0.0
20220817:0310,0.0,0.0,0.0,15.32,1.45,0.0
20220817:0410,0.0,0.0,0.0,14.96,1.52,0.0
20220817:0510,0.0,0.91,1.82,14.5,1.52,0.0
20220817:0610,3.02,12.3,11.42,14.74,0.76,0.0
20220817:0710,28.94,50.14,21.27,17.68,2.55,0.0
20220817:0810,431.6,536.06,30.97,17.76,2.9,0.0
20220817:0910,563.29,694.7,40.05,17.12,3.31,0.0
20220817:1010,522.5,649.32,47.77,17.08,2.62,0.0
20220817:1110,371.99,461.97,53.03,18.16,3.59,0.0
20220817:1210,351.31,441.09,54.58,19.59,3.1,0.0
20220817:1310,458.15,578.79,51.93,20.63,2.62,0.0
20220817:1410,272.12,347.8,45.89,21.25,2.41,0.0
20220817:1510,250.02,321.37,37.72,21.54,2.0,0.0
20220817:1610,359.96,461.9,28.42,21.58,1.86,0.0
20220817:1710,180.47,259.33,18.63,20.67,1.79,0.0
20220817:1810,24.17,57.18,8.82,19.7,2.21,0.0
20220817:1910,0.0,0.0,0.0,19.09,1.59,0.0
20220817:2010,0.0,0.0,0.0,18.07,1.45,0.0
20220817:2110,0.0,0.0,0.0,17.13,1.59,0.0
20220817:2210,0.0,0.0,0.0,16.3,1.52,0.0
20220817:2310,0.0,0.0,0.0,15.67,1.24,0.0
20220818:0010,0.0,0.0,0.0,15.16,0.97,0.0
20220818:0110,0.0,0.0,0.0,15.0,0.34,0.0
20220818:0210,0.0,0.0,0.0,14.78,0.41,0.0
20220818:0310,0.0,0.0,0.0,14.25,0.9,0.0
20220818:0410,0.0,0.0,0.0,14.26,1.17,0.0
20220818:0510,0.0,0.91,1.61,14.14,0.97,0.0
20220818:0610,40.53,65.35,11.22,14.58,0.9,0.0
20220818:0710,91.17,126.13,21.07,15.81,2.21,0.0
20220818:0810,173.21,223.84,30.77,17.25,2.07,0.0
20220818:0910,427.45,531.55,39.82,18.7,2.83,0.0
20220818:1010,438.69,549.36,47.51,20.0,3.1,0.0
20220818:1110,638.89,817.38,52.73,21.21,2.97,0.0
20220818:1210,568.15,728.26,54.25,22.41,2.83,0.0
20220818:1310,568.94,728.67,51.61,22.88,3.03,0.0
20220818:1410,475.56,604.54,45.59,23.39,3.31,0.0
20220818:1510,395.38,500.89,37.43,23.25,3.38,0.0
20220818:1610,302.72,387.47,28.14,22.66,3.52,0.0
20220818:1710,152.47,214.93,18.36,21.77,3.79,0.0
20220818:1810,30.21,58.66,8.54,20.57,3.59,0.0
20220818:1910,0.0,0.0,0.0,19.59,2.55,0.0
20220818:2010,0.0,0.0,0.0,18.2,2.48,0.0
20220818:2110,0.0,0.0,0.0,17.2,2.62,0.0
20220818:2210,0.0,0.0,0.0,16.6,2.34,0.0
20220818:2310,0.0,0.0,0.0,16.12,2.07,0.0
20220819:0010,0.0,0.0,0.0,15.97,2.21,0.0
20220819:0110,0.0,0.0,0.0,16.28,2.41,0.0
20220819:0210,0.0,0.0,0.0,16.84,2.55,0.0
20220819:0310,0.0,0.0,0.0,17.24,2.55,0.0
20220819:0410,0.0,0.0,0.0,17.4,2.55,0.0
20220819:0510,0.0,0.91,1.4,17.25,2.55,0.0
20220819:0610,49.65,81.69,11.02,17.37,2.48,0.0
20220819:0710,83.42,117.51,20.87,17.64,3.31,0.0
20220819:0810,323.99,402.09,30.56,18.04,4.0,0.0
20220819:0910,489.87,602.29,39.6,18.23,4.14,0.0
20220819:1010,409.44,507.23,47.25,19.02,4.14,0.0
20220819:1110,108.54,148.52,52.43,20.01,4.21,0.0
20220819:1210,267.14,339.8,53.93,21.26,4.21,0.0
20220819:1310,149.23,198.66,51.29,21.77,4.0,0.0
20220819:1410,102.62,142.84,45.28,22.17,3.72,0.0
20220819:1510,205.45,265.56,37.14,21.32,3.52,0.0
20220819:1610,32.48,54.87,27.86,18.5,4.07,0.0
20220819:1710,82.46,117.17,18.08,17.6,2.69,0.0
20220819:1810,26.48,48.09,8.26,17.32,2.21,0.0
20220819:1910,0.0,0.0,0.0,17.32,2.34,0.0
20220819:2010,0.0,0.0,0.0,16.42,2.21,0.0
20220819:2110,0.0,0.0,0.0,15.41,2.07,0.0
20220819:2210,0.0,0.0,0.0,14.54,2.07,0.0
20220819:2310,0.0,0.0,0.0,13.67,2.07,0.0
20220820:0010,0.0,0.0,0.0,13.12,2.0,0.0
20220820:0110,0.0,0.0,0.0,12.67,2.0,0.0
20220820:0210,0.0,0.0,0.0,12.48,2.14,0.0
20220820:0310,0.0,0.0,0.0,12.52,2.07,0.0
20220820:0410,0.0,0.0,0.0,12.25,1.79,0.0
20220820:0510,0.0,0.0,0.0,11.95,1.59,0.0
20220820:0610,50.8,96.77,10.82,12.18,1.31,0.0
20220820:0710,233.26,307.34,20.67,13.65,1.38,0.0
20220820:0810,435.41,540.94,30.35,15.48,1.59,0.0
20220820:0910,501.7,624.06,39.36,17.01,2.07,0.0
20220820:1010,481.26,600.09,46.98,18.02,2.55,0.0
20220820:1110,511.99,642.47,52.12,18.97,2.76,0.0
20220820:1210,666.85,854.49,53.6,19.92,2.62,0.0
20220820:1310,720.88,933.36,50.96,20.73,2.55,0.0
20220820:1410,614.61,789.7,44.97,21.21,2.14,0.0
20220820:1510,496.66,633.91,36.85,21.52,1.72,0.0
20220820:1610,351.28,451.86,27.57,21.56,1.66,0.0
20220820:1710,153.02,218.08,17.8,21.33,1.66,0.0
20220820:1810,27.35,53.48,7.98,20.56,1.1,0.0
20220820:1910,0.0,0.0,0.0,19.05,0.9,0.0
20220820:2010,0.0,0.0,0.0,18.86,0.28,0.0
20220820:2110,0.0,0.0,0.0,17.84,0.0,0.0
20220820:2210,0.0,0.0,0.0,15.93,0.97,0.0
20220820:2310,0.0,0.0,0.0,14.36,1.45,0.0
20220821:0010,0.0,0.0,0.0,13.62,1.52,0.0
20220821:0110,0.0,0.0,0.0,12.99,1.45,0.0
20220821:0210,0.0,0.0,0.0,12.55,1.45,0.0
20220821:0310,0.0,0.0,0.0,12.2,1.66,0.0
20220821:0410,0.0,0.0,0.0,12.29,1.72,0.0
20220821:0510,0.0,0.0,0.0,12.29,1.38,0.0
20220821:0610,33.0,54.97,10.61,12.79,1.03,0.0
20220821:0710,99.31,136.12,20.46,14.97,0.48,0.0
20220821:0810,364.16,459.5,30.13,16.28,0.28,0.0
20220821:0910,315.44,395.32,39.13,17.59,1.59,0.0
20220821:1010,584.0,739.73,46.71,18.62,2.0,0.0
20220821:1110,481.82,607.55,51.82,19.31,2.21,0.0
20220821:1210,740.2,952.31,53.27,19.84,2.9,0.0
20220821:1310,481.7,607.75,50.63,20.28,2.62,0.0
20220821:1410,313.64,397.97,44.65,20.86,2.34,0.0
20220821:1510,449.3,568.8,36.55,21.15,2.07,0.0
20220821:1610,198.09,258.19,27.28,21.12,2.14,0.0
20220821:1710,73.74,107.83,17.52,20.72,2.14,0.0
20220821:1810,26.31,49.13,7.69,20.14,1.38,0.0
20220821:1910,0.0,0.0,0.0,17.87,1.93,0.0
20220821:2010,0.0,0.0,0.0,16.72,1.93,0.0
20220821:2110,0.0,0.0,0.0,16.39,1.38,0.0
20220821:2210,0.0,0.0,0.0,16.2,1.31,0.0
20220821:2310,0.0,0.0,0.0,16.09,1.38,0.0
20220822:0010,0.0,0.0,0.0,16.03,1.17,0.0
20220822:0110,0.0,0.0,0.0,15.95,0.9,0.0
20220822:0210,0.0,0.0,0.0,15.49,0.48,0.0
20220822:0310,0.0,0.0,0.0,15.54,0.28,0.0
20220822:0410,0.0,0.0,0.0,15.45,0.28,0.0
20220822:0510,0.0,0.0,0.0,15.47,0.41,0.0
20220822:0610,29.37,50.67,10.41,15.62,0.21,0.0
20220822:0710,79.93,112.87,20.26,15.82,1.03,0.0
20220822:0810,349.88,438.98,29.92,16.59,0.9,0.0
20220822:0910,452.81,568.83,38.89,17.99,1.31,0.0
20220822:1010,246.74,315.0,46.44,19.32,1.79,0.0
20220822:1110,274.22,350.3,51.51,20.45,1.93,0.0
20220822:1210,250.74,322.18,52.93,21.02,2.14,0.0
20220822:1310,308.98,394.37,50.29,21.82,2.41,0.0
20220822:1410,137.74,185.41,44.33,21.68,2.34,0.0
20220822:1510,457.76,578.29,36.24,21.65,2.55,0.0
20220822:1610,334.35,427.15,26.99,21.56,2.76,0.0
20220822:1710,102.41,145.93,17.23,21.48,2.41,0.0
20220822:1810,21.79,41.98,7.4,21.22,1.79,0.0
20220822:1910,0.0,0.0,0.0,21.13,1.93,0.0
20220822:2010,0.0,0.0,0.0,20.4,1.86,0.0
20220822:2110,0.0,0.0,0.0,19.78,1.66,0.0
20220822:2210,0.0,0.0,0.0,19.49,1.45,0.0
20220822:2310,0.0,0.0,0.0,19.28,1.38,0.0
20220823:0010,0.0,0.0,0.0,19.04,1.31,0.0
20220823:0110,0.0,0.0,0.0,18.84,1.17,0.0
20220823:0210,0.0,0.0,0.0,18.38,1.17,0.0
20220823:0310,0.0,0.0,0.0,18.17,0.97,0.0
20220823:0410,0.0,0.0,0.0,18.13,0.83,0.0
20220823:0510,0.0,0.0,0.0,18.21,0.83,0.0
20220823:0610,41.31,69.72,10.2,18.37,0.9,0.0
20220823:0710,195.88,263.09,20.05,18.69,2.07,0.0
20220823:0810,270.87,343.57,29.7,19.7,2.28,0.0
20220823:0910,231.35,296.54,38.65,20.73,2.76,0.0
20220823:1010,167.32,220.81,46.17,21.45,2.62,0.0
20220823:1110,262.16,337.68,51.2,22.45,2.48,0.0
20220823:1210,238.52,309.97,52.59,23.22,2.41,0.0
20220823:1310,105.39,147.57,49.95,23.74,2.21,0.0
20220823:1410,148.57,200.55,44.0,23.78,2.07,0.0
20220823:1510,227.94,298.07,35.93,24.09,1.79,0.0
20220823:1610,85.18,122.98,26.69,23.84,1.38,0.0
20220823:1710,80.34,118.41,16.93,23.65,1.03,0.0
20220823:1810,16.41,34.15,7.1,23.06,0.55,0.0
20220823:1910,0.0,0.0,0.0,22.02,1.1,0.0
20220823:2010,0.0,0.0,0.0,20.67,0.9,0.0
20220823:2110,0.0,0.0,0.0,20.27,0.62,0.0
20220823:2210,0.0,0.0,0.0,19.76,0.55,0.0
20220823:2310,0.0,0.0,0.0,19.08,0.69,0.0
20220824:0010,0.0,0.0,0.0,18.96,0.55,0.0
20220824:0110,0.0,0.0,0.0,18.46,0.28,0.0
20220824:0210,0.0,0.0,0.0,18.1,0.34,0.0
20220824:0310,0.0,0.0,0.0,17.61,0.69,0.0
20220824:0410,0.0,0.0,0.0,17.2,0.69,0.0
20220824:0510,0.0,0.0,0.0,17.03,0.62,0.0
20220824:0610,40.72,68.36,9.99,16.82,0.69,0.0
20220824:0710,193.79,261.39,19.84,18.4,0.83,0.0
20220824:0810,406.37,522.03,29.48,20.9,0.83,0.0
20220824:0910,481.42,624.49,38.41,22.9,0.9,0.0
20220824:1010,522.75,688.39,45.9,24.31,0.9,0.0
20220824:1110,546.9,723.48,50.88,25.61,1.38,0.0
20220824:1210,595.15,789.78,52.25,26.69,2.0,0.0
20220824:1310,639.6,851.07,49.61,27.52,2.41,0.0
20220824:1410,512.88,672.79,43.67,27.96,2.48,0.0
20220824:1510,405.51,529.4,35.62,28.22,2.41,0.0
20220824:1610,338.62,449.13,26.39,28.09,2.07,0.0
20220824:1710,138.71,208.16,16.63,27.48,1.24,0.0
20220824:1810,20.18,43.2,6.8,26.29,0.83,0.0
20220824:1910,0.0,0.0,0.0,24.97,2.21,0.0
20220824:2010,0.0,0.0,0.0,23.44,2.21,0.0
20220824:2110,0.0,0.0,0.0,22.24,2.07,0.0
20220824:2210,0.0,0.0,0.0,21.05,1.93,0.0
20220824:2310,0.0,0.0,0.0,19.97,1.79,0.0
20220825:0010,0.0,0.0,0.0,19.19,1.72,0.0
20220825:0110,0.0,0.0,0.0,18.83,1.93,0.0
20220825:0210,0.0,0.0,0.0,18.58,2.14,0.0
20220825:0310,0.0,0.0,0.0,18.25,2.34,0.0
20220825:0410,0.0,0.0,0.0,17.95,2.62,0.0
20220825:0510,0.0,0.0,0.0,17.83,2.76,0.0
20220825:0610,1.99,10.41,9.78,17.95,2.48,0.0
20220825:0710,23.86,43.52,19.63,18.29,3.31,0.0
20220825:0810,180.73,233.48,29.26,18.45,2.62,0.0
20220825:0910,199.74,257.15,38.17,18.85,2.0,0.0
20220825:1010,47.89,74.73,45.62,19.17,1.45,0.0
20220825:1110,151.54,200.55,50.56,19.13,1.24,0.0
20220825:1210,182.78,237.87,51.9,19.03,1.52,0.0
20220825:1310,96.71,134.33,49.26,19.07,1.72,0.0
20220825:1410,129.65,174.06,43.34,19.45,2.0,0.0
20220825:1510,136.99,182.33,35.3,19.15,2.48,0.0
20220825:1610,111.22,151.45,26.09,19.03,2.69,0.0
20220825:1710,62.97,93.73,16.33,19.24,2.76,0.0
20220825:1810,0.0,5.68,6.5,18.9,3.03,0.0
20220825:1910,0.0,0.0,0.0,19.17,3.72,0.0
20220825:2010,0.0,0.0,0.0,18.42,3.38,0.0
20220825:2110,0.0,0.0,0.0,17.82,2.76,0.0
20220825:2210,0.0,0.0,0.0,17.49,2.69,0.0
20220825:2310,0.0,0.0,0.0,17.01,2.55,0.0
